PK_m,Abscisa,Latitud,Longitud,Cota_terreno_msnm,Cota_rasante_msnm,Cobertura_m
32532.2,K32+532.25,4.436311,-75.480109,2253.4,1262.9,990.5
32567.1,K32+567.08,4.436388,-75.480413,2239.9,1263.2,976.7
32601.9,K32+601.91,4.436465,-75.480717,2200.0,1263.5,936.4
32636.7,K32+636.74,4.436543,-75.481021,2192.5,1263.9,928.7
32671.6,K32+671.57,4.43662,-75.481326,2201.1,1264.2,937.0
32706.4,K32+706.40,4.436697,-75.48163,2211.8,1264.5,947.3
32741.2,K32+741.23,4.436775,-75.481934,2222.9,1264.9,958.0
32776.1,K32+776.06,4.436852,-75.482238,2229.2,1265.2,964.0
32810.9,K32+810.89,4.436929,-75.482542,2248.6,1265.5,983.1
32845.7,K32+845.73,4.437007,-75.482847,2253.9,1265.9,988.0
32880.6,K32+880.56,4.437084,-75.483151,2229.3,1266.2,963.1
32915.4,K32+915.39,4.437162,-75.483455,2226.7,1266.5,960.2
32950.2,K32+950.22,4.437239,-75.483759,2220.2,1266.9,953.3
32985.0,K32+985.05,4.437316,-75.484064,2231.8,1267.2,964.7
33019.9,K33+019.88,4.437394,-75.484368,2259.3,1267.5,991.8
33054.7,K33+054.71,4.437471,-75.484672,2274.3,1267.9,1006.5
33089.5,K33+089.54,4.437548,-75.484976,2291.5,1268.2,1023.3
33124.4,K33+124.37,4.437626,-75.48528,2308.4,1268.5,1039.9
33159.2,K33+159.20,4.437703,-75.485585,2344.1,1268.9,1075.2
33194.0,K33+194.04,4.43778,-75.485889,2364.3,1269.2,1095.1
33228.9,K33+228.87,4.437858,-75.486193,2375.5,1269.5,1105.9
33263.7,K33+263.70,4.437935,-75.486497,2368.6,1269.9,1098.7
33298.5,K33+298.53,4.438013,-75.486801,2374.5,1270.2,1104.3
33333.4,K33+333.36,4.43809,-75.487106,2405.0,1270.5,1134.4
33368.2,K33+368.19,4.438167,-75.48741,2417.2,1270.9,1146.3
33403.0,K33+403.02,4.438245,-75.487714,2419.8,1271.2,1148.6
33437.9,K33+437.85,4.438322,-75.488018,2416.1,1271.5,1144.6
33472.7,K33+472.68,4.438399,-75.488323,2404.5,1271.9,1132.6
33507.5,K33+507.52,4.438477,-75.488627,2392.7,1272.2,1120.5
33542.3,K33+542.35,4.438554,-75.488931,2399.1,1272.5,1126.6
33577.2,K33+577.18,4.438631,-75.489235,2416.5,1272.9,1143.6
33612.0,K33+612.01,4.438709,-75.489539,2432.4,1273.2,1159.2
33646.8,K33+646.84,4.438786,-75.489844,2416.9,1273.5,1143.4
33681.7,K33+681.67,4.438863,-75.490148,2390.2,1273.9,1116.3
33716.5,K33+716.50,4.438941,-75.490452,2372.1,1274.2,1097.9
33751.3,K33+751.33,4.439018,-75.490756,2359.8,1274.5,1085.3
33786.2,K33+786.16,4.439096,-75.491061,2326.7,1274.9,1051.8
33821.0,K33+821.00,4.439173,-75.491365,2318.2,1275.2,1043.0
33855.8,K33+855.83,4.43925,-75.491669,2316.7,1275.5,1041.1
33890.7,K33+890.66,4.439328,-75.491973,2302.6,1275.9,1026.8
33925.5,K33+925.49,4.439405,-75.492277,2300.5,1276.2,1024.3
33960.3,K33+960.32,4.439482,-75.492582,2302.8,1276.5,1026.2
33995.2,K33+995.15,4.43956,-75.492886,2309.7,1276.9,1032.8
34030.0,K34+029.98,4.439637,-75.49319,2296.2,1277.2,1019.0
34064.8,K34+064.81,4.439714,-75.493494,2297.2,1277.5,1019.6
34099.6,K34+099.64,4.439792,-75.493798,2292.3,1277.9,1014.4
34134.5,K34+134.48,4.439869,-75.494103,2271.5,1278.2,993.2
34169.3,K34+169.31,4.439946,-75.494407,2274.6,1278.5,996.1
34204.1,K34+204.14,4.440024,-75.494711,2286.3,1278.9,1007.5
34239.0,K34+238.97,4.440101,-75.495015,2298.4,1279.2,1019.2
34273.8,K34+273.80,4.440179,-75.49532,2314.5,1279.5,1034.9
34308.6,K34+308.63,4.440256,-75.495624,2328.8,1279.9,1049.0
34343.5,K34+343.46,4.440333,-75.495928,2341.9,1280.2,1061.7
34378.3,K34+378.29,4.440411,-75.496232,2357.1,1280.5,1076.6
34413.1,K34+413.12,4.440488,-75.496536,2402.6,1280.9,1121.7
34448.0,K34+447.96,4.440565,-75.496841,2410.3,1281.2,1129.0
34482.8,K34+482.79,4.440643,-75.497145,2400.3,1281.6,1118.7
34517.6,K34+517.62,4.44072,-75.497449,2404.6,1281.9,1122.8
34552.4,K34+552.45,4.440797,-75.497753,2393.1,1282.2,1110.9
34587.3,K34+587.28,4.440875,-75.498058,2391.5,1282.6,1108.9
34622.1,K34+622.11,4.440952,-75.498362,2401.0,1282.9,1118.1
34656.9,K34+656.94,4.441029,-75.498666,2438.5,1283.2,1155.3
34691.8,K34+691.77,4.441107,-75.49897,2450.3,1283.6,1166.7
34726.6,K34+726.60,4.441184,-75.499274,2468.1,1283.9,1184.2
34761.4,K34+761.44,4.441261,-75.499579,2497.6,1284.2,1213.4
34796.3,K34+796.27,4.441339,-75.499883,2544.8,1284.6,1260.3
34831.1,K34+831.10,4.441416,-75.500187,2557.1,1284.9,1272.2
34865.9,K34+865.93,4.441494,-75.500491,2552.4,1285.2,1267.1
34900.8,K34+900.76,4.441571,-75.500795,2567.4,1285.6,1281.9
34935.6,K34+935.59,4.441648,-75.5011,2549.3,1285.9,1263.4
34970.4,K34+970.42,4.441726,-75.501404,2536.7,1286.2,1250.5
35005.3,K35+005.25,4.441803,-75.501708,2540.9,1286.6,1254.3
35040.1,K35+040.08,4.44188,-75.502012,2570.7,1286.9,1283.8
35074.9,K35+074.92,4.441958,-75.502317,2581.9,1287.2,1294.7
35109.7,K35+109.75,4.442035,-75.502621,2589.4,1287.6,1301.9
35144.6,K35+144.58,4.442112,-75.502925,2617.8,1287.9,1329.9
35179.4,K35+179.41,4.44219,-75.503229,2623.2,1288.2,1335.0
35214.2,K35+214.24,4.442267,-75.503533,2633.6,1288.6,1345.0
35249.1,K35+249.07,4.442344,-75.503838,2641.5,1288.9,1352.6
35283.9,K35+283.90,4.442422,-75.504142,2660.5,1289.2,1371.3
35318.7,K35+318.73,4.442499,-75.504446,2655.9,1289.6,1366.4
35353.6,K35+353.56,4.442576,-75.50475,2639.7,1289.9,1349.8
35388.4,K35+388.40,4.442654,-75.505055,2633.5,1290.2,1343.2
35423.2,K35+423.23,4.442731,-75.505359,2617.7,1290.6,1327.2
35458.1,K35+458.06,4.442809,-75.505663,2605.3,1290.9,1314.4
35492.9,K35+492.89,4.442886,-75.505967,2599.8,1291.2,1308.6
35527.7,K35+527.72,4.442963,-75.506271,2588.4,1291.6,1296.8
35562.6,K35+562.55,4.443041,-75.506576,2579.2,1291.9,1287.3
35597.4,K35+597.38,4.443118,-75.50688,2564.4,1292.2,1272.1
35632.2,K35+632.21,4.443195,-75.507184,2554.6,1292.6,1262.0
35667.0,K35+667.04,4.443273,-75.507488,2542.0,1292.9,1249.1
35701.9,K35+701.88,4.44335,-75.507793,2523.5,1293.2,1230.3
35736.7,K35+736.71,4.443427,-75.508097,2506.7,1293.6,1213.2
35771.5,K35+771.54,4.443505,-75.508401,2513.2,1293.9,1219.3
35806.4,K35+806.37,4.443582,-75.508705,2506.0,1294.2,1211.8
35841.2,K35+841.20,4.443659,-75.509009,2497.5,1294.6,1202.9
35876.0,K35+876.03,4.443737,-75.509314,2472.8,1294.9,1177.9
35910.9,K35+910.86,4.443814,-75.509618,2464.0,1295.2,1168.7
35945.7,K35+945.69,4.443891,-75.509922,2445.2,1295.6,1149.7
35980.5,K35+980.52,4.443969,-75.510226,2432.5,1295.9,1136.6
36015.4,K36+015.35,4.444046,-75.51053,2429.4,1296.2,1133.2
36050.2,K36+050.19,4.444123,-75.510835,2423.4,1296.6,1126.9
36085.0,K36+085.02,4.444201,-75.511139,2424.8,1296.9,1127.9
36119.8,K36+119.85,4.444278,-75.511443,2434.9,1297.2,1137.7
36154.7,K36+154.68,4.444356,-75.511747,2441.2,1297.6,1143.7
36189.5,K36+189.51,4.444433,-75.512052,2443.0,1297.9,1145.1
36224.3,K36+224.34,4.44451,-75.512356,2440.0,1298.2,1141.8
36259.2,K36+259.17,4.444588,-75.51266,2458.1,1298.6,1159.5
36294.0,K36+294.00,4.444665,-75.512964,2463.7,1298.9,1164.8
36328.8,K36+328.83,4.444742,-75.513268,2453.7,1299.2,1154.5
36363.7,K36+363.67,4.44482,-75.513573,2447.2,1299.6,1147.6
36398.5,K36+398.50,4.444897,-75.513877,2453.1,1299.9,1153.2
36433.3,K36+433.33,4.444974,-75.514181,2460.8,1300.2,1160.6
36468.2,K36+468.16,4.445052,-75.514485,2478.0,1300.6,1177.4
36503.0,K36+502.99,4.445129,-75.51479,2495.7,1300.9,1194.8
36537.8,K36+537.82,4.445206,-75.515094,2491.3,1301.2,1190.1
36572.7,K36+572.65,4.445284,-75.515398,2488.3,1301.6,1186.7
36607.5,K36+607.48,4.445361,-75.515702,2496.0,1301.9,1194.1
36642.3,K36+642.31,4.445438,-75.516006,2480.3,1302.3,1178.0
36677.1,K36+677.15,4.445516,-75.516311,2484.8,1302.6,1182.2
36712.0,K36+711.98,4.445593,-75.516615,2490.9,1302.9,1187.9
36746.8,K36+746.81,4.44567,-75.516919,2500.3,1303.3,1197.0
36781.6,K36+781.64,4.445748,-75.517223,2525.0,1303.6,1221.4
36816.5,K36+816.47,4.445825,-75.517528,2523.0,1303.9,1219.1
36851.3,K36+851.30,4.445902,-75.517832,2527.5,1304.3,1223.3
36886.1,K36+886.13,4.44598,-75.518136,2549.9,1304.6,1245.3
36921.0,K36+920.96,4.446057,-75.51844,2555.0,1304.9,1250.1
36955.8,K36+955.79,4.446135,-75.518744,2556.2,1305.3,1250.9
36990.6,K36+990.63,4.446212,-75.519049,2529.0,1305.6,1223.4
37025.5,K37+025.46,4.446289,-75.519353,2545.4,1305.9,1239.5
37060.3,K37+060.29,4.446367,-75.519657,2538.6,1306.3,1232.4
37095.1,K37+095.12,4.446444,-75.519961,2516.7,1306.6,1210.1
37130.0,K37+129.95,4.446521,-75.520266,2508.6,1306.9,1201.7
37164.8,K37+164.78,4.446599,-75.52057,2507.9,1307.3,1200.6
37199.6,K37+199.61,4.446676,-75.520874,2511.4,1307.6,1203.8
37234.4,K37+234.44,4.446753,-75.521178,2532.4,1307.9,1224.5
37269.3,K37+269.27,4.446831,-75.521482,2566.4,1308.3,1258.1
37304.1,K37+304.11,4.446908,-75.521787,2583.3,1308.6,1274.7
37338.9,K37+338.94,4.446985,-75.522091,2584.8,1308.9,1275.9
37373.8,K37+373.77,4.447063,-75.522395,2577.8,1309.3,1268.5
37408.6,K37+408.60,4.44714,-75.522699,2571.6,1309.6,1262.0
37443.4,K37+443.43,4.447217,-75.523004,2571.9,1309.9,1262.0
37478.3,K37+478.26,4.447295,-75.523308,2585.4,1310.3,1275.1
37513.1,K37+513.09,4.447372,-75.523612,2606.5,1310.6,1295.9
37547.9,K37+547.92,4.447449,-75.523916,2630.5,1310.9,1319.6
37582.8,K37+582.75,4.447527,-75.52422,2641.9,1311.3,1330.6
37617.6,K37+617.59,4.447604,-75.524525,2652.7,1311.6,1341.1
37652.4,K37+652.42,4.447681,-75.524829,2630.8,1311.9,1318.9
37687.2,K37+687.25,4.447759,-75.525133,2621.2,1312.3,1309.0
37722.1,K37+722.08,4.447836,-75.525437,2640.4,1312.6,1327.8
37756.9,K37+756.91,4.447913,-75.525742,2653.8,1312.9,1340.8
37791.7,K37+791.74,4.447991,-75.526046,2650.4,1313.3,1337.2
37826.6,K37+826.57,4.448068,-75.52635,2674.4,1313.6,1360.8
37861.4,K37+861.40,4.448145,-75.526654,2688.1,1313.9,1374.2
37896.2,K37+896.23,4.448223,-75.526959,2681.2,1314.3,1366.9
37931.1,K37+931.07,4.4483,-75.527263,2674.6,1314.6,1360.0
37965.9,K37+965.90,4.448378,-75.527567,2667.9,1314.9,1352.9
38000.7,K38+000.73,4.448455,-75.527871,2661.1,1315.3,1345.8
38035.6,K38+035.56,4.448532,-75.528175,2635.3,1315.6,1319.7
38070.4,K38+070.39,4.44861,-75.52848,2625.0,1315.9,1309.1
38105.2,K38+105.22,4.448687,-75.528784,2628.9,1316.3,1312.7
38140.1,K38+140.05,4.448764,-75.529088,2629.2,1316.6,1312.6
38174.9,K38+174.88,4.448842,-75.529392,2631.5,1316.9,1314.6
38209.7,K38+209.71,4.448919,-75.529697,2637.0,1317.3,1319.7
38244.5,K38+244.55,4.448996,-75.530001,2644.9,1317.6,1327.3
38279.4,K38+279.38,4.449074,-75.530305,2670.5,1317.9,1352.6
38314.2,K38+314.21,4.449151,-75.530609,2679.6,1318.3,1361.3
38349.0,K38+349.04,4.449228,-75.530913,2685.7,1318.6,1367.1
38383.9,K38+383.87,4.449306,-75.531218,2708.1,1318.9,1389.2
38418.7,K38+418.70,4.449383,-75.531522,2713.5,1319.3,1394.2
38453.5,K38+453.53,4.44946,-75.531826,2732.4,1319.6,1412.8
38488.4,K38+488.36,4.449538,-75.53213,2741.9,1319.9,1421.9
38523.2,K38+523.19,4.449615,-75.532435,2759.4,1320.3,1439.1
38558.0,K38+558.03,4.449692,-75.532739,2772.4,1320.6,1451.7
38592.9,K38+592.86,4.44977,-75.533043,2780.2,1320.9,1459.3
38627.7,K38+627.69,4.449847,-75.533347,2780.9,1321.3,1459.6
38662.5,K38+662.52,4.449924,-75.533651,2792.4,1321.6,1470.8
38697.3,K38+697.35,4.450002,-75.533956,2793.8,1322.0,1471.8
38732.2,K38+732.18,4.450079,-75.53426,2797.4,1322.3,1475.1
38767.0,K38+767.01,4.450156,-75.534564,2812.6,1322.6,1490.0
38801.8,K38+801.84,4.450234,-75.534868,2821.4,1323.0,1498.4
38836.7,K38+836.67,4.450311,-75.535173,2828.3,1323.3,1505.1
38871.5,K38+871.50,4.450388,-75.535477,2834.3,1323.6,1510.7
38906.3,K38+906.34,4.450466,-75.535781,2831.5,1324.0,1507.6
38941.2,K38+941.17,4.450543,-75.536085,2837.4,1324.3,1513.1
38976.0,K38+976.00,4.45062,-75.536389,2844.7,1324.6,1520.0
39010.8,K39+010.83,4.450698,-75.536694,2838.6,1325.0,1513.6
39045.7,K39+045.66,4.450775,-75.536998,2846.7,1325.3,1521.4
39080.5,K39+080.49,4.450852,-75.537302,2852.7,1325.6,1527.1
39115.3,K39+115.32,4.45093,-75.537606,2852.6,1326.0,1526.7
39150.2,K39+150.15,4.451007,-75.537911,2841.6,1326.3,1515.3
39185.0,K39+184.98,4.451084,-75.538215,2832.2,1326.6,1505.5
39219.8,K39+219.82,4.451162,-75.538519,2830.3,1327.0,1503.4
39254.6,K39+254.65,4.451239,-75.538823,2835.0,1327.3,1507.7
39289.5,K39+289.48,4.451316,-75.539128,2841.9,1327.6,1514.2
39324.3,K39+324.31,4.451394,-75.539432,2850.8,1328.0,1522.9
39359.1,K39+359.14,4.451471,-75.539736,2851.8,1328.3,1523.5
39394.0,K39+393.97,4.451548,-75.54004,2845.4,1328.6,1516.8
39428.8,K39+428.80,4.451626,-75.540344,2849.3,1329.0,1520.4
39463.6,K39+463.63,4.451703,-75.540649,2856.5,1329.3,1527.2
39498.5,K39+498.46,4.45178,-75.540953,2863.6,1329.6,1534.0
39533.3,K39+533.30,4.451858,-75.541257,2875.6,1330.0,1545.7
39568.1,K39+568.13,4.451935,-75.541561,2886.3,1330.3,1556.0
39603.0,K39+602.96,4.452012,-75.541866,2895.0,1330.6,1564.4
39637.8,K39+637.79,4.45209,-75.54217,2898.7,1331.0,1567.7
39672.6,K39+672.62,4.452167,-75.542474,2910.2,1331.3,1578.9
39707.5,K39+707.45,4.452244,-75.542778,2922.5,1331.6,1590.9
39742.3,K39+742.28,4.452322,-75.543082,2931.4,1332.0,1599.5
39777.1,K39+777.11,4.452399,-75.543387,2922.6,1332.3,1590.3
39811.9,K39+811.94,4.452476,-75.543691,2922.2,1332.6,1589.6
39846.8,K39+846.78,4.452554,-75.543995,2925.9,1333.0,1593.0
39881.6,K39+881.61,4.452631,-75.544299,2927.1,1333.3,1593.8
39916.4,K39+916.44,4.452708,-75.544604,2929.5,1333.6,1595.9
39951.3,K39+951.27,4.452786,-75.544908,2933.2,1334.0,1599.2
39986.1,K39+986.10,4.452863,-75.545212,2942.2,1334.3,1607.9
40020.9,K40+020.93,4.452941,-75.545516,2954.5,1334.6,1619.8
40055.8,K40+055.76,4.453018,-75.545821,2965.4,1335.0,1630.5
40090.6,K40+090.59,4.453095,-75.546125,2977.2,1335.3,1641.9
40125.4,K40+125.42,4.453173,-75.546429,2993.7,1335.6,1658.0
40160.3,K40+160.26,4.45325,-75.546733,3004.1,1336.0,1668.1
40195.1,K40+195.09,4.453327,-75.547037,3000.8,1336.3,1664.5
40229.9,K40+229.92,4.453405,-75.547342,2995.7,1336.6,1659.1
40264.7,K40+264.75,4.453482,-75.547646,2965.6,1337.0,1628.7
40299.6,K40+299.58,4.453559,-75.54795,2962.6,1337.3,1625.3
40334.4,K40+334.41,4.453637,-75.548254,2957.8,1337.6,1620.2
40369.2,K40+369.24,4.453714,-75.548559,2948.6,1338.0,1610.6
40404.1,K40+404.07,4.453791,-75.548863,2917.3,1338.3,1579.0
40438.9,K40+438.90,4.453869,-75.549167,2892.9,1338.6,1554.2
40473.7,K40+473.74,4.453946,-75.549471,2875.8,1339.0,1536.8
40508.6,K40+508.57,4.454023,-75.549775,2865.4,1339.3,1526.1
40543.4,K40+543.40,4.454101,-75.55008,2852.7,1339.6,1513.0
40578.2,K40+578.23,4.454178,-75.550384,2855.3,1340.0,1515.3
40613.1,K40+613.06,4.454255,-75.550688,2864.4,1340.3,1524.0
40647.9,K40+647.89,4.454333,-75.550992,2889.1,1340.6,1548.4
40682.7,K40+682.72,4.45441,-75.551297,2900.3,1341.0,1559.3
40717.6,K40+717.55,4.454487,-75.551601,2911.8,1341.3,1570.5
40752.4,K40+752.38,4.454565,-75.551905,2926.2,1341.7,1584.5
40787.2,K40+787.22,4.454642,-75.552209,2945.4,1342.0,1603.4
40822.0,K40+822.05,4.454719,-75.552514,2956.2,1342.3,1613.9
40856.9,K40+856.88,4.454797,-75.552818,2971.0,1342.7,1628.4
40891.7,K40+891.71,4.454874,-75.553122,2980.0,1343.0,1637.0
40926.5,K40+926.54,4.454951,-75.553426,2992.0,1343.3,1648.7
40961.4,K40+961.37,4.455028,-75.55373,3009.9,1343.7,1666.2
40996.2,K40+996.20,4.455106,-75.554035,3043.3,1344.0,1699.3
41031.0,K41+031.03,4.455183,-75.554339,3059.3,1344.3,1715.0
41065.9,K41+065.86,4.45526,-75.554643,3075.5,1344.7,1730.8
41100.7,K41+100.70,4.455338,-75.554947,3091.4,1345.0,1746.4
41135.5,K41+135.53,4.455415,-75.555252,3098.5,1345.3,1753.2
41170.4,K41+170.36,4.455492,-75.555556,3087.3,1345.7,1741.7
41205.2,K41+205.19,4.45557,-75.55586,3089.0,1346.0,1743.0
41240.0,K41+240.02,4.455647,-75.556164,3095.9,1346.3,1749.6
41274.9,K41+274.85,4.455724,-75.556469,3087.0,1346.7,1740.3
41309.7,K41+309.68,4.455802,-75.556773,3090.3,1347.0,1743.3
41344.5,K41+344.51,4.455879,-75.557077,3095.0,1347.3,1747.7
41379.3,K41+379.34,4.455956,-75.557381,3112.2,1347.7,1764.6
41414.2,K41+414.18,4.456034,-75.557685,3114.0,1348.0,1766.0
41449.0,K41+449.01,4.456111,-75.55799,3112.2,1348.3,1763.8
41483.8,K41+483.84,4.456188,-75.558294,3108.3,1348.7,1759.7
41518.7,K41+518.67,4.456266,-75.558598,3105.0,1349.0,1756.0
41553.5,K41+553.50,4.456343,-75.558902,3099.7,1349.3,1750.4
41588.3,K41+588.33,4.45642,-75.559207,3104.4,1349.7,1754.7
41623.2,K41+623.16,4.456498,-75.559511,3128.5,1350.0,1778.5
41658.0,K41+657.99,4.456575,-75.559815,3130.2,1350.3,1779.8
41692.8,K41+692.82,4.456652,-75.560119,3149.4,1350.7,1798.8
41727.7,K41+727.65,4.45673,-75.560424,3174.9,1351.0,1823.9
41762.5,K41+762.49,4.456807,-75.560728,3157.3,1351.3,1806.0
41797.3,K41+797.32,4.456884,-75.561032,3150.3,1351.7,1798.6
41832.1,K41+832.15,4.456962,-75.561336,3151.0,1352.0,1799.0
41867.0,K41+866.98,4.457039,-75.56164,3158.1,1352.3,1805.7
41901.8,K41+901.81,4.457116,-75.561945,3135.1,1352.7,1782.5
41936.6,K41+936.64,4.457194,-75.562249,3137.1,1353.0,1784.1
41971.5,K41+971.47,4.457271,-75.562553,3129.9,1353.3,1776.6
42006.3,K42+006.30,4.457348,-75.562857,3122.0,1353.7,1768.3
42041.1,K42+041.13,4.457426,-75.563162,3095.6,1354.0,1741.6
42076.0,K42+075.97,4.457503,-75.563466,3099.5,1354.3,1745.2
42110.8,K42+110.80,4.45758,-75.56377,3128.4,1354.7,1773.7
42145.6,K42+145.63,4.457658,-75.564074,3150.9,1355.0,1795.9
42180.5,K42+180.46,4.457735,-75.564379,3164.5,1355.3,1809.2
42215.3,K42+215.29,4.457812,-75.564683,3176.4,1355.7,1820.7
42250.1,K42+250.12,4.45789,-75.564987,3182.7,1356.0,1826.7
42285.0,K42+284.95,4.457967,-75.565291,3189.2,1356.3,1832.9
42319.8,K42+319.78,4.458044,-75.565595,3201.1,1356.7,1844.4
42354.6,K42+354.61,4.458122,-75.5659,3217.1,1357.0,1860.1
42389.4,K42+389.45,4.458199,-75.566204,3234.6,1357.3,1877.3
42424.3,K42+424.28,4.458276,-75.566508,3247.8,1357.7,1890.1
42459.1,K42+459.11,4.458354,-75.566812,3272.0,1358.0,1914.0
42493.9,K42+493.94,4.458431,-75.567117,3283.0,1358.3,1924.7
42528.8,K42+528.77,4.458508,-75.567421,3300.1,1358.7,1941.4
42563.6,K42+563.60,4.458586,-75.567725,3312.3,1359.0,1953.3
42598.4,K42+598.43,4.458663,-75.568029,3323.1,1359.3,1963.7
42633.3,K42+633.26,4.45874,-75.568334,3330.6,1359.7,1970.9
42668.1,K42+668.09,4.458818,-75.568638,3345.6,1360.0,1985.6
42702.9,K42+702.93,4.458895,-75.568942,3359.7,1360.3,1999.4
42737.8,K42+737.76,4.458972,-75.569246,3371.8,1360.7,2011.1
42772.6,K42+772.59,4.45905,-75.569551,3379.6,1361.0,2018.6
42807.4,K42+807.42,4.459127,-75.569855,3387.5,1361.4,2026.1
42842.3,K42+842.25,4.459204,-75.570159,3393.0,1361.7,2031.4
42877.1,K42+877.08,4.459282,-75.570463,3374.0,1362.0,2012.0
42911.9,K42+911.91,4.459359,-75.570767,3355.3,1362.4,1993.0
42946.7,K42+946.74,4.459436,-75.571072,3339.7,1362.7,1977.1
42981.6,K42+981.57,4.459514,-75.571376,3319.7,1363.0,1956.7
43016.4,K43+016.41,4.459591,-75.57168,3285.3,1363.4,1921.9
43051.2,K43+051.24,4.459668,-75.571984,3256.8,1363.7,1893.1
43086.1,K43+086.07,4.459745,-75.572289,3247.0,1364.0,1882.9
43120.9,K43+120.90,4.459823,-75.572593,3265.5,1364.4,1901.1
43155.7,K43+155.73,4.4599,-75.572897,3279.8,1364.7,1915.1
43190.6,K43+190.56,4.459977,-75.573201,3316.1,1365.0,1951.1
43225.4,K43+225.39,4.460055,-75.573506,3323.6,1365.4,1958.2
43260.2,K43+260.22,4.460132,-75.57381,3317.2,1365.7,1951.5
43295.1,K43+295.05,4.460209,-75.574114,3289.5,1366.0,1923.5
43329.9,K43+329.89,4.460287,-75.574418,3284.4,1366.4,1918.0
43364.7,K43+364.72,4.460364,-75.574722,3290.2,1366.7,1923.5
43399.5,K43+399.55,4.460441,-75.575027,3278.9,1367.0,1911.8
43434.4,K43+434.38,4.460519,-75.575331,3278.7,1367.4,1911.3
43469.2,K43+469.21,4.460596,-75.575635,3275.5,1367.7,1907.8
43504.0,K43+504.04,4.460673,-75.575939,3271.6,1368.0,1903.6
43538.9,K43+538.87,4.460751,-75.576244,3248.3,1368.4,1879.9
43573.7,K43+573.70,4.460828,-75.576548,3249.4,1368.7,1880.8
43608.5,K43+608.53,4.460905,-75.576852,3255.8,1369.0,1886.8
43643.4,K43+643.37,4.460983,-75.577156,3239.0,1369.4,1869.6
43678.2,K43+678.20,4.46106,-75.577461,3222.5,1369.7,1852.8
43713.0,K43+713.03,4.461137,-75.577765,3210.2,1370.0,1840.1
43747.9,K43+747.86,4.461215,-75.578069,3210.8,1370.4,1840.4
43782.7,K43+782.69,4.461292,-75.578373,3188.7,1370.7,1818.0
43817.5,K43+817.52,4.461369,-75.578678,3173.6,1371.0,1802.6
43852.4,K43+852.35,4.461447,-75.578982,3171.7,1371.4,1800.4
43887.2,K43+887.18,4.461524,-75.579286,3186.3,1371.7,1814.6
43922.0,K43+922.01,4.461601,-75.57959,3174.4,1372.0,1802.3
43956.8,K43+956.85,4.461679,-75.579894,3169.6,1372.4,1797.2
43991.7,K43+991.68,4.461756,-75.580199,3176.8,1372.7,1804.1
44026.5,K44+026.51,4.461833,-75.580503,3169.8,1373.0,1796.7
44061.3,K44+061.34,4.461911,-75.580807,3187.1,1373.4,1813.7
44096.2,K44+096.17,4.461988,-75.581111,3204.0,1373.7,1830.3
44131.0,K44+131.00,4.462065,-75.581416,3220.0,1374.0,1845.9
44165.8,K44+165.83,4.462142,-75.58172,3215.9,1374.4,1841.6
44200.7,K44+200.66,4.46222,-75.582024,3227.6,1374.7,1852.9
44235.5,K44+235.49,4.462297,-75.582328,3235.9,1375.0,1860.9
44270.3,K44+270.33,4.462374,-75.582633,3229.8,1375.4,1854.5
44305.2,K44+305.16,4.462452,-75.582937,3226.4,1375.7,1850.7
44340.0,K44+339.99,4.462529,-75.583241,3207.5,1376.0,1831.5
44374.8,K44+374.82,4.462606,-75.583545,3179.8,1376.4,1803.4
44409.6,K44+409.65,4.462684,-75.58385,3175.4,1376.7,1798.7
44444.5,K44+444.48,4.462761,-75.584154,3157.8,1377.0,1780.8
44479.3,K44+479.31,4.462838,-75.584458,3133.6,1377.4,1756.3
44514.1,K44+514.14,4.462916,-75.584762,3110.1,1377.7,1732.4
44549.0,K44+548.97,4.462993,-75.585066,3090.5,1378.0,1712.5
44583.8,K44+583.80,4.46307,-75.585371,3069.1,1378.4,1690.7
44618.6,K44+618.64,4.463148,-75.585675,3042.5,1378.7,1663.8
44653.5,K44+653.47,4.463225,-75.585979,3015.6,1379.0,1636.5
44688.3,K44+688.30,4.463302,-75.586283,2985.4,1379.4,1606.0
44723.1,K44+723.13,4.46338,-75.586588,2953.6,1379.7,1573.9
44758.0,K44+757.96,4.463457,-75.586892,2931.8,1380.0,1551.8
44792.8,K44+792.79,4.463534,-75.587196,2927.9,1380.4,1547.6
44827.6,K44+827.62,4.463612,-75.5875,2907.2,1380.7,1526.5
44862.5,K44+862.45,4.463689,-75.587805,2898.9,1381.0,1517.8
44897.3,K44+897.28,4.463766,-75.588109,2866.1,1381.4,1484.7
44932.1,K44+932.12,4.463843,-75.588413,2841.1,1381.7,1459.3
44966.9,K44+966.95,4.463921,-75.588717,2813.0,1382.1,1430.9
45001.8,K45+001.78,4.463998,-75.589022,2778.2,1382.4,1395.8
45036.6,K45+036.61,4.464075,-75.589326,2715.4,1382.7,1332.7
45071.4,K45+071.44,4.464153,-75.58963,2700.5,1383.1,1317.5
45106.3,K45+106.27,4.46423,-75.589934,2680.2,1383.4,1296.8
45141.1,K45+141.10,4.464307,-75.590239,2649.9,1383.7,1266.2
45175.9,K45+175.93,4.464385,-75.590543,2635.5,1384.1,1251.4
45210.8,K45+210.76,4.464462,-75.590847,2626.3,1384.4,1241.9
45245.6,K45+245.60,4.464539,-75.591151,2623.7,1384.7,1238.9
45280.4,K45+280.43,4.464617,-75.591455,2596.1,1385.1,1211.0
