departamento;municipio;divipola;entidad;pr;icount;clasificacion;latitud;longitud
CESAR;CHIRIGUANÁ;20178;ANI;16;6;Muy Bajo;9.420576;-73.547116
CESAR;SAN MARTÍN;20770;INVIAS-OTROS;35;4;Muy Bajo;8.062592;-73.544483
SANTANDER;SABANA DE TORRES;68655;INVIAS-OTROS;42;5;Muy Bajo;7.44377;-73.5443
SANTANDER;SABANA DE TORRES;68655;INVIAS-OTROS;40;2;Muy Bajo;7.427702;-73.542824
CESAR;CHIRIGUANÁ;20178;ANI;14;3;Muy Bajo;9.401808;-73.541966
SANTANDER;SAN VICENTE DE CHUCURÍ;68689;ANI;3;7;Bajo;7.13641;-73.537897
CESAR;CHIRIGUANÁ;20178;ANI;12;3;Muy Bajo;9.385414;-73.537073
CESAR;VALLEDUPAR;20001;ANI;75;5;Muy Bajo;10.209303;-73.533245
CESAR;CHIRIGUANÁ;20178;ANI;8;5;Muy Bajo;9.357588;-73.528851
CESAR;CHIRIGUANÁ;20178;ANI;6;12;Bajo;9.346494;-73.525533
CESAR;CHIRIGUANÁ;20178;ANI;6;15;Medio;9.333165;-73.521524
CESAR;SAN MARTÍN;20770;INVIAS-OTROS;31;4;Muy Bajo;8.018418;-73.521137
NORTE DE SANTANDER;LA ESPERANZA;54385;INVIAS-OTROS;70;2;Muy Bajo;7.674465;-73.519821
META;RESTREPO;50606;ANI;21;2;Muy Bajo;4.269648;-73.519478
SANTANDER;SAN VICENTE DE CHUCURÍ;68689;ANI;5;4;Muy Bajo;7.129183;-73.519392
CESAR;VALLEDUPAR;20001;ANI;77;19;Medio;10.212324;-73.517016
CESAR;CURUMANÍ;20228;ANI;4;3;Muy Bajo;9.316607;-73.516445
CESAR;CURUMANÍ;20228;INVIAS-OTROS;81;2;Muy Bajo;9.23358;-73.516045
LA GUAJIRA;DIBULLA;44090;ANI;5;3;Muy Bajo;11.241903;-73.51347
CESAR;CURUMANÍ;20228;ANI;2;7;Bajo;9.301987;-73.513112
CESAR;SAN MARTÍN;20770;INVIAS-OTROS;27;4;Muy Bajo;7.985831;-73.504372
BOYACÁ;MONIQUIRÁ;15469;INVIAS-OTROS;22;2;Muy Bajo;5.821123;-73.504028
CESAR;VALLEDUPAR;20001;ANI;79;2;Muy Bajo;10.219689;-73.501282
SANTANDER;BETULIA;68092;ANI;7;12;Bajo;7.131915;-73.499651
CESAR;VALLEDUPAR;20001;ANI;81;3;Muy Bajo;10.230418;-73.480625
SANTANDER;BETULIA;68092;ANI;9;7;Bajo;7.130581;-73.476832
LA GUAJIRA;DIBULLA;44090;ANI;12;6;Muy Bajo;11.216412;-73.475418
CESAR;SAN MARTÍN;20770;INVIAS-OTROS;19;2;Muy Bajo;7.924919;-73.472614
CESAR;VALLEDUPAR;20001;ANI;83;11;Bajo;10.23485;-73.4692
CESAR;SAN MARTÍN;20770;INVIAS-OTROS;17;2;Muy Bajo;7.90844;-73.464375
META;CUMARAL;50226;ANI;29;3;Muy Bajo;4.261751;-73.45808
SANTANDER;BETULIA;68092;ANI;13;10;Bajo;7.125721;-73.457328
CESAR;VALLEDUPAR;20001;ANI;85;5;Muy Bajo;10.243223;-73.45689
CESAR;SAN ALBERTO;20710;INVIAS-OTROS;13;2;Muy Bajo;7.883034;-73.451157
CESAR;VALLEDUPAR;20001;ANI;85;14;Bajo;10.250134;-73.444634
CESAR;SAN ALBERTO;20710;INVIAS-OTROS;13;6;Muy Bajo;7.869959;-73.444462
LA GUAJIRA;DIBULLA;44090;ANI;16;2;Muy Bajo;11.20554;-73.438797
CESAR;SAN ALBERTO;20710;INVIAS-OTROS;9;11;Bajo;7.851866;-73.435272
META;VILLAVICENCIO;50001;ANI;21;2;Muy Bajo;4.059964;-73.434677
CESAR;VALLEDUPAR;20001;ANI;87;2;Muy Bajo;10.259686;-73.430729
CESAR;SAN ALBERTO;20710;INVIAS-OTROS;7;5;Muy Bajo;7.829836;-73.424137
SANTANDER;BETULIA;68092;ANI;17;3;Muy Bajo;7.106953;-73.420773
CESAR;SAN ALBERTO;20710;INVIAS-OTROS;5;5;Muy Bajo;7.814133;-73.416438
CESAR;VALLEDUPAR;20001;ANI;89;13;Bajo;10.269066;-73.416436
META;CUMARAL;50226;ANI;34;2;Muy Bajo;4.290161;-73.415966
META;VILLAVICENCIO;50001;ANI;24;2;Muy Bajo;4.062538;-73.409958
CESAR;SAN ALBERTO;20710;INVIAS-OTROS;3;3;Muy Bajo;7.796717;-73.40807
CUNDINAMARCA;PARATEBUENO;25530;ANI;38;2;Muy Bajo;4.323635;-73.404808
CESAR;VALLEDUPAR;20001;ANI;91;7;Bajo;10.281413;-73.404465
CESAR;SAN ALBERTO;20710;INVIAS-OTROS;90;2;Muy Bajo;7.766133;-73.399487
CESAR;VALLEDUPAR;20001;ANI;93;14;Bajo;10.291019;-73.397166
CUNDINAMARCA;PARATEBUENO;25530;ANI;41;2;Muy Bajo;4.331618;-73.392792
CESAR;VALLEDUPAR;20001;ANI;95;12;Bajo;10.313194;-73.385282
SANTANDER;GIRÓN;68307;ANI;sd;5;Muy Bajo;7.092769;-73.381891
CESAR;VALLEDUPAR;20001;ANI;97;7;Bajo;10.322538;-73.3718
CESAR;VALLEDUPAR;20001;ANI;99;10;Bajo;10.331912;-73.358864
LA GUAJIRA;DIBULLA;44090;ANI;26;5;Muy Bajo;11.216741;-73.353682
BOYACÁ;MOTAVITA;15476;INVIAS-OTROS;63;2;Muy Bajo;5.589895;-73.35228
BOYACÁ;CÓMBITA;15204;INVIAS-OTROS;55;2;Muy Bajo;5.628863;-73.351421
CESAR;VALLEDUPAR;20001;ANI;102;11;Bajo;10.343211;-73.343133
LA GUAJIRA;DIBULLA;44090;ANI;28;5;Muy Bajo;11.21517;-73.334736
CESAR;VALLEDUPAR;20001;ANI;104;9;Bajo;10.352445;-73.330243
CUNDINAMARCA;PARATEBUENO;25530;ANI;49;2;Muy Bajo;4.354105;-73.326531
META;VILLAVICENCIO;50001;ANI;34;2;Muy Bajo;4.100733;-73.322926
CESAR;VALLEDUPAR;20001;ANI;104;6;Muy Bajo;10.359063;-73.321009
LA GUAJIRA;DIBULLA;44090;ANI;30;2;Muy Bajo;11.213608;-73.314343
CESAR;VALLEDUPAR;20001;ANI;106;8;Bajo;10.369957;-73.314257
CESAR;VALLEDUPAR;20001;ANI;108;5;Muy Bajo;10.381943;-73.309158
SANTANDER;LEBRIJA;68406;ANI;39;2;Muy Bajo;7.149267;-73.305931
CUNDINAMARCA;PARATEBUENO;25530;ANI;53;2;Muy Bajo;4.369469;-73.305073
CESAR;VALLEDUPAR;20001;ANI;108;7;Bajo;10.396507;-73.303843
LA GUAJIRA;DIBULLA;44090;ANI;32;2;Muy Bajo;11.216011;-73.293228
CESAR;VALLEDUPAR;20001;ANI;110;4;Muy Bajo;10.406628;-73.292971
BOYACÁ;OICATÁ;15500;ANI;10;2;Muy Bajo;5.638561;-73.289623
SANTANDER;LEBRIJA;68406;ANI;43;5;Muy Bajo;7.162142;-73.28589
CESAR;VALLEDUPAR;20001;ANI;114;5;Muy Bajo;10.423994;-73.278637
SANTANDER;LEBRIJA;68406;ANI;49;6;Muy Bajo;7.148495;-73.278088
LA GUAJIRA;DIBULLA;44090;ANI;36;3;Muy Bajo;11.226282;-73.270626
CESAR;VALLEDUPAR;20001;ANI;116;2;Muy Bajo;10.4389;-73.267136
LA GUAJIRA;DIBULLA;44090;ANI;40;2;Muy Bajo;11.22056;-73.23864
BOYACÁ;TUTA;15837;ANI;22;4;Muy Bajo;5.724964;-73.223305
CESAR;VALLEDUPAR;20001;INVIAS-OTROS;17;7;Bajo;10.6202;-73.219551
LA GUAJIRA;DIBULLA;44090;ANI;42;2;Muy Bajo;11.230946;-73.219242
LA GUAJIRA;DIBULLA;44090;ANI;44;2;Muy Bajo;11.237126;-73.207569
CESAR;VALLEDUPAR;20001;INVIAS-OTROS;19;2;Muy Bajo;10.634852;-73.206196
SANTANDER;LEBRIJA;68406;DEPTO;63;2;Muy Bajo;7.10558;-73.198128
LA GUAJIRA;DIBULLA;44090;ANI;46;3;Muy Bajo;11.244786;-73.19345
CUNDINAMARCA;PARATEBUENO;25530;ANI;69;2;Muy Bajo;4.383889;-73.192292
BOYACÁ;SOTAQUIRÁ;15763;ANI;27;2;Muy Bajo;5.749283;-73.188858
CUNDINAMARCA;PARATEBUENO;25530;ANI;71;2;Muy Bajo;4.394446;-73.181305
LA GUAJIRA;DIBULLA;44090;ANI;48;3;Muy Bajo;11.253348;-73.177128
LA GUAJIRA;DIBULLA;44090;ANI;48;2;Muy Bajo;11.259785;-73.164482
CUNDINAMARCA;PARATEBUENO;25530;ANI;77;3;Muy Bajo;4.447432;-73.160649
CUNDINAMARCA;PARATEBUENO;25530;ANI;79;2;Muy Bajo;4.460535;-73.152123
CUNDINAMARCA;PARATEBUENO;25530;ANI;81;3;Muy Bajo;4.471579;-73.145428
LA GUAJIRA;RIOHACHA;44001;ANI;52;3;Muy Bajo;11.26874;-73.134899
LA GUAJIRA;RIOHACHA;44001;ANI;56;3;Muy Bajo;11.292358;-73.115816
LA GUAJIRA;RIOHACHA;44001;ANI;58;6;Muy Bajo;11.3132;-73.107491
LA GUAJIRA;RIOHACHA;44001;ANI;62;8;Bajo;11.344979;-73.094831
LA GUAJIRA;SAN JUAN DEL CESAR;44650;INVIAS-OTROS;37;2;Muy Bajo;10.716734;-73.094101
CUNDINAMARCA;PARATEBUENO;25530;ANI;89;4;Muy Bajo;4.504566;-73.091011
LA GUAJIRA;SAN JUAN DEL CESAR;44650;INVIAS-OTROS;39;3;Muy Bajo;10.728922;-73.086376
LA GUAJIRA;RIOHACHA;44001;ANI;66;6;Muy Bajo;11.382319;-73.077815
LA GUAJIRA;RIOHACHA;44001;ANI;70;4;Muy Bajo;11.40451;-73.065005
LA GUAJIRA;RIOHACHA;44001;ANI;72;3;Muy Bajo;11.423922;-73.057308
META;PUERTO LÓPEZ;50573;ANI;66;2;Muy Bajo;4.064341;-73.057022
LA GUAJIRA;RIOHACHA;44001;ANI;74;2;Muy Bajo;11.434708;-73.049641
META;BARRANCA DE UPÍA;50110;ANI;97;3;Muy Bajo;4.559012;-73.047123
LA GUAJIRA;SAN JUAN DEL CESAR;44650;INVIAS-OTROS;45;5;Muy Bajo;10.760894;-73.040285
LA GUAJIRA;RIOHACHA;44001;ANI;78;4;Muy Bajo;11.466208;-73.02475
META;BARRANCA DE UPÍA;50110;ANI;101;3;Muy Bajo;4.567995;-73.023033
LA GUAJIRA;RIOHACHA;44001;ANI;80;4;Muy Bajo;11.47934;-73.012963
LA GUAJIRA;SAN JUAN DEL CESAR;44650;INVIAS-OTROS;49;4;Muy Bajo;10.783897;-73.011704
CASANARE;SABANALARGA;85300;ANI;32;2;Muy Bajo;4.778796;-73.000546
LA GUAJIRA;SAN JUAN DEL CESAR;44650;INVIAS-OTROS;59;2;Muy Bajo;10.783854;-72.998314
META;PUERTO LÓPEZ;50573;ANI;74;2;Muy Bajo;4.07301;-72.997112
BOYACÁ;SANTA ROSA DE VITERBO;15693;INVIAS-OTROS;11;2;Muy Bajo;5.870304;-72.988701
LA GUAJIRA;RIOHACHA;44001;ANI;84;3;Muy Bajo;11.503887;-72.979946
META;PUERTO LÓPEZ;50573;ANI;77;2;Muy Bajo;4.076271;-72.978401
CASANARE;SABANALARGA;85300;ANI;38;3;Muy Bajo;4.820051;-72.969876
CASANARE;SABANALARGA;85300;ANI;24;2;Muy Bajo;4.742918;-72.9669
LA GUAJIRA;RIOHACHA;44001;ANI;86;5;Muy Bajo;11.513615;-72.962094
CASANARE;MONTERREY;85162;ANI;40;2;Muy Bajo;4.83244;-72.959175
LA GUAJIRA;RIOHACHA;44001;ANI;88;3;Muy Bajo;11.522799;-72.945271
BOYACÁ;CERINZA;15162;INVIAS-OTROS;24;10;Bajo;5.968816;-72.933748
CASANARE;MONTERREY;85162;ANI;46;4;Muy Bajo;4.863968;-72.91935
CASANARE;MONTERREY;85162;ANI;48;5;Muy Bajo;4.878059;-72.907705
BOYACÁ;TUTAZÁ;15839;INVIAS-OTROS;52;2;Muy Bajo;6.105309;-72.862187
META;PUERTO LÓPEZ;50573;ANI;19;3;Muy Bajo;4.116354;-72.803707
BOYACÁ;SATIVANORTE;15720;INVIAS-OTROS;60;2;Muy Bajo;6.130972;-72.802792
META;PUERTO LÓPEZ;50573;ANI;21;2;Muy Bajo;4.125881;-72.789745
META;PUERTO LÓPEZ;50573;ANI;23;2;Muy Bajo;4.132319;-72.772923
BOYACÁ;SATIVANORTE;15720;INVIAS-OTROS;64;8;Bajo;6.142719;-72.771476
LA GUAJIRA;HATO NUEVO;44378;INVIAS-OTROS;26;5;Muy Bajo;11.038041;-72.757688
LA GUAJIRA;HATO NUEVO;44378;INVIAS-OTROS;38;7;Bajo;11.101788;-72.724239
LA GUAJIRA;HATO NUEVO;44378;INVIAS-OTROS;40;2;Muy Bajo;11.12134;-72.703572
SANTANDER;CONCEPCIÓN;68207;INVIAS-OTROS;44;2;Muy Bajo;6.749897;-72.702542
CASANARE;TAURAMENA;85410;ANI;32;2;Muy Bajo;4.87793;-72.700482
LA GUAJIRA;HATO NUEVO;44378;INVIAS-OTROS;42;3;Muy Bajo;11.131597;-72.691555
LA GUAJIRA;HATO NUEVO;44378;INVIAS-OTROS;46;4;Muy Bajo;11.146188;-72.661514
NORTE DE SANTANDER;PAMPLONITA;54520;ANI;92;2;Muy Bajo;7.512932;-72.635594
META;PUERTO LÓPEZ;50573;ANI;41;3;Muy Bajo;4.176264;-72.63113
NORTE DE SANTANDER;CHINÁCOTA;54172;ANI;sd;3;Muy Bajo;7.635527;-72.628842
LA GUAJIRA;ALBANIA;44035;INVIAS-OTROS;50;4;Muy Bajo;11.168375;-72.625208
NORTE DE SANTANDER;PAMPLONA;54518;INVIAS-OTROS;60;13;Bajo;7.345699;-72.613699
CASANARE;AGUAZUL;85010;ANI;70;2;Muy Bajo;5.116453;-72.589932
NORTE DE SANTANDER;LOS PATIOS;54405;ANI;122;12;Bajo;7.730487;-72.558177
NORTE DE SANTANDER;LOS PATIOS;54405;ANI;124;6;Muy Bajo;7.743216;-72.545872
NORTE DE SANTANDER;LOS PATIOS;54405;ANI;126;17;Medio;7.752591;-72.534485
NORTE DE SANTANDER;LOS PATIOS;54405;ANI;128;19;Medio;7.769091;-72.525255
NORTE DE SANTANDER;LOS PATIOS;54405;ANI;130;20;Medio;7.789545;-72.521257
NORTE DE SANTANDER;LOS PATIOS;54405;ANI;1;2;Muy Bajo;7.824583;-72.509594
CASANARE;AGUAZUL;85010;ANI;90;2;Muy Bajo;5.241766;-72.49054
NORTE DE SANTANDER;LOS PATIOS;54405;CIUDAD;3;2;Muy Bajo;7.842093;-72.48951
NORTE DE SANTANDER;CÚCUTA;54001;CIUDAD;17;5;Muy Bajo;7.926104;-72.484051
NORTE DE SANTANDER;CÚCUTA;54001;CIUDAD;15;3;Muy Bajo;7.916594;-72.471829
NORTE DE SANTANDER;VILLA DEL ROSARIO;54874;CIUDAD;11;6;Muy Bajo;7.887097;-72.460041
CASANARE;YOPAL;85001;INVIAS-OTROS;20;6;Muy Bajo;5.424392;-72.274676
CASANARE;YOPAL;85001;INVIAS-OTROS;28;2;Muy Bajo;5.475054;-72.245236
CASANARE;NUNCHÍA;85225;INVIAS-OTROS;40;3;Muy Bajo;5.559597;-72.17022
CASANARE;NUNCHÍA;85225;INVIAS-OTROS;44;3;Muy Bajo;5.574575;-72.149534
META;PUERTO GAITÁN;50568;ANI;2;2;Muy Bajo;4.300204;-72.058811
CASANARE;PORE;85263;INVIAS-OTROS;68;8;Bajo;5.72053;-72.014265
VICHADA;PUERTO CARREÑO;99001;INVIAS-OTROS;50;8;Bajo;6.217432;-67.87694
VICHADA;PUERTO CARREÑO;99001;INVIAS-OTROS;71;5;Muy Bajo;6.246214;-67.702074
VICHADA;PUERTO CARREÑO;99001;INVIAS-OTROS;73;6;Muy Bajo;6.24321;-67.678414
VICHADA;PUERTO CARREÑO;99001;INVIAS-OTROS;84;4;Muy Bajo;6.210065;-67.590037
VICHADA;PUERTO CARREÑO;99001;INVIAS-OTROS;87;2;Muy Bajo;6.202898;-67.570725
